Model Name,Model Type,Model Version,Date,Daily Volume,Performance Metrics,Company Name
Model 39,Multi-Class,"[1,3]",4/13/2023,"[4210, 1642]","[[0.78, 0.82, 0.92], [0.84, 0.79, 0.86]]",Allstate
Model 39,Multi-Class,"[1,3]",4/14/2023,"[1251, 3267]","[[0.74, 0.9, 0.92], [0.81, 0.78, 0.72]]",Allstate
Model 39,Multi-Class,"[1,3]",4/15/2023,"[3608, 2902]","[[0.75, 0.71, 0.72], [0.71, 0.71, 0.89]]",Allstate
Model 39,Multi-Class,"[1,3]",4/16/2023,"[2141, 1283]","[[0.78, 0.75, 0.79], [0.73, 0.87, 0.76]]",Allstate
Model 39,Multi-Class,"[1,3]",4/17/2023,"[4301, 4705]","[[0.78, 0.82, 0.9], [0.85, 0.77, 0.72]]",Allstate
Model 39,Multi-Class,"[1,3]",4/18/2023,"[1959, 3562]","[[0.9, 0.93, 0.74], [0.84, 0.82, 0.86]]",Allstate
Model 39,Multi-Class,"[1,3]",4/19/2023,"[4938, 2884]","[[0.91, 0.92, 0.85], [0.91, 0.91, 0.79]]",Allstate
Model 39,Multi-Class,"[1,3]",4/20/2023,"[2353, 1743]","[[0.81, 0.89, 0.88], [0.84, 0.82, 0.82]]",Allstate
Model 39,Multi-Class,"[1,3]",4/21/2023,"[2926, 1794]","[[0.75, 0.8, 0.84], [0.93, 0.89, 0.89]]",Allstate
Model 39,Multi-Class,"[1,3]",4/22/2023,"[2163, 3783]","[[0.76, 0.72, 0.71], [0.91, 0.88, 0.7]]",Allstate
Model 39,Multi-Class,"[1,3]",4/23/2023,"[2740, 1217]","[[0.85, 0.75, 0.93], [0.82, 0.71, 0.77]]",Allstate
Model 39,Multi-Class,"[1,3]",4/24/2023,"[3473, 2920]","[[0.94, 0.92, 0.88], [0.88, 0.7, 0.83]]",Allstate
Model 39,Multi-Class,"[1,3]",4/25/2023,"[4587, 4052]","[[0.74, 0.81, 0.79], [0.82, 0.79, 0.73]]",Allstate
Model 39,Multi-Class,"[1,3]",4/26/2023,"[2870, 3697]","[[0.8, 0.82, 0.93], [0.73, 0.78, 0.83]]",Allstate
Model 39,Multi-Class,"[1,3]",4/27/2023,"[2335, 3859]","[[0.74, 0.74, 0.82], [0.78, 0.86, 0.91]]",Allstate
Model 39,Multi-Class,"[1,3]",4/28/2023,"[4170, 1092]","[[0.94, 0.77, 0.76], [0.87, 0.92, 0.87]]",Allstate
Model 39,Multi-Class,"[1,3]",4/29/2023,"[3982, 1078]","[[0.83, 0.86, 0.87], [0.73, 0.93, 0.76]]",Allstate
Model 39,Multi-Class,"[1,3]",4/30/2023,"[1747, 3694]","[[0.78, 0.93, 0.76], [0.77, 0.89, 0.72]]",Allstate
Model 39,Multi-Class,"[1,3]",5/1/2023,"[3444, 2032]","[[0.76, 0.78, 0.75], [0.93, 0.92, 0.88]]",Allstate
Model 39,Multi-Class,"[1,3]",5/2/2023,"[4903, 4580]","[[0.76, 0.8, 0.72], [0.88, 0.89, 0.73]]",Allstate
Model 39,Multi-Class,"[1,3]",5/3/2023,"[4695, 1341]","[[0.75, 0.82, 0.76], [0.92, 0.75, 0.7]]",Allstate
Model 39,Multi-Class,"[1,3]",5/4/2023,"[2033, 3691]","[[0.89, 0.75, 0.94], [0.76, 0.88, 0.78]]",Allstate
Model 39,Multi-Class,"[1,3]",5/5/2023,"[4813, 4310]","[[0.75, 0.9, 0.87], [0.83, 0.89, 0.91]]",Allstate
Model 39,Multi-Class,"[1,3]",5/6/2023,"[1549, 2889]","[[0.88, 0.87, 0.89], [0.92, 0.83, 0.7]]",Allstate
Model 39,Multi-Class,"[1,3]",5/7/2023,"[1869, 2651]","[[0.81, 0.9, 0.85], [0.77, 0.9, 0.87]]",Allstate
Model 39,Multi-Class,"[1,3]",5/8/2023,"[4106, 4278]","[[0.88, 0.8, 0.93], [0.9, 0.82, 0.85]]",Allstate
Model 39,Multi-Class,"[1,3]",5/9/2023,"[4519, 4418]","[[0.91, 0.82, 0.86], [0.76, 0.92, 0.72]]",Allstate
Model 39,Multi-Class,"[1,3]",5/10/2023,"[2071, 4093]","[[0.8, 0.72, 0.79], [0.74, 0.9, 0.86]]",Allstate
Model 39,Multi-Class,"[1,3]",5/11/2023,"[1865, 2883]","[[0.9, 0.9, 0.71], [0.85, 0.74, 0.9]]",Allstate
Model 39,Multi-Class,"[1,3]",5/12/2023,"[3330, 3393]","[[0.94, 0.82, 0.72], [0.82, 0.73, 0.88]]",Allstate
Model 39,Multi-Class,"[1,3]",5/13/2023,"[4931, 4346]","[[0.74, 0.89, 0.86], [0.91, 0.93, 0.85]]",Allstate
Model 39,Multi-Class,"[1,3]",5/14/2023,"[4324, 1102]","[[0.87, 0.71, 0.85], [0.86, 0.76, 0.81]]",Allstate
Model 39,Multi-Class,"[1,3]",5/15/2023,"[1933, 4951]","[[0.9, 0.85, 0.82], [0.8, 0.92, 0.75]]",Allstate
Model 39,Multi-Class,"[1,3]",5/16/2023,"[1578, 4049]","[[0.74, 0.9, 0.79], [0.83, 0.89, 0.82]]",Allstate
Model 39,Multi-Class,"[1,3]",5/17/2023,"[2632, 3531]","[[0.72, 0.8, 0.8], [0.72, 0.91, 0.79]]",Allstate
Model 39,Multi-Class,"[1,3]",5/18/2023,"[1204, 1344]","[[0.75, 0.73, 0.91], [0.7, 0.76, 0.7]]",Allstate
Model 39,Multi-Class,"[1,3]",5/19/2023,"[1659, 3013]","[[0.72, 0.74, 0.74], [0.82, 0.74, 0.9]]",Allstate
Model 39,Multi-Class,"[1,3]",5/20/2023,"[3982, 1404]","[[0.88, 0.83, 0.75], [0.74, 0.86, 0.84]]",Allstate
Model 39,Multi-Class,"[1,3]",5/21/2023,"[2125, 2068]","[[0.76, 0.82, 0.87], [0.91, 0.92, 0.77]]",Allstate
Model 39,Multi-Class,"[1,3]",5/22/2023,"[1141, 4727]","[[0.89, 0.86, 0.94], [0.8, 0.76, 0.92]]",Allstate
Model 39,Multi-Class,"[1,3]",5/23/2023,"[1056, 3444]","[[0.92, 0.78, 0.79], [0.94, 0.87, 0.9]]",Allstate
Model 39,Multi-Class,"[1,3]",5/24/2023,"[3536, 2186]","[[0.88, 0.8, 0.81], [0.71, 0.79, 0.74]]",Allstate
Model 39,Multi-Class,"[1,3]",5/25/2023,"[4931, 2652]","[[0.74, 0.84, 0.87], [0.93, 0.84, 0.83]]",Allstate
Model 39,Multi-Class,"[1,3]",5/26/2023,"[4507, 3989]","[[0.83, 0.72, 0.93], [0.81, 0.94, 0.9]]",Allstate
Model 40,Classification,"[1,2]",8/20/2022,"[4199, 4753]","[[0.82, 0.84, 0.81], [0.9, 0.87, 0.74]]",State Farm
Model 40,Classification,"[1,2]",8/21/2022,"[3380, 4880]","[[0.94, 0.93, 0.79], [0.84, 0.86, 0.89]]",State Farm
Model 40,Classification,"[1,2]",8/22/2022,"[2482, 3170]","[[0.76, 0.83, 0.8], [0.8, 0.75, 0.9]]",State Farm
Model 40,Classification,"[1,2]",8/23/2022,"[1863, 3910]","[[0.79, 0.9, 0.89], [0.91, 0.89, 0.81]]",State Farm
Model 40,Classification,"[1,2]",8/24/2022,"[4602, 4555]","[[0.76, 0.81, 0.72], [0.76, 0.75, 0.86]]",State Farm
Model 40,Classification,"[1,2]",8/25/2022,"[2860, 2040]","[[0.71, 0.77, 0.95], [0.71, 0.91, 0.7]]",State Farm
Model 40,Classification,"[1,2]",8/26/2022,"[1995, 4179]","[[0.9, 0.82, 0.73], [0.74, 0.71, 0.9]]",State Farm
Model 40,Classification,"[1,2]",8/27/2022,"[3996, 4602]","[[0.93, 0.83, 0.88], [0.95, 0.76, 0.8]]",State Farm
Model 40,Classification,"[1,2]",8/28/2022,"[3954, 1220]","[[0.83, 0.8, 0.94], [0.71, 0.71, 0.83]]",State Farm
Model 40,Classification,"[1,2]",8/29/2022,"[3422, 4592]","[[0.78, 0.71, 0.72], [0.7, 0.7, 0.8]]",State Farm
Model 40,Classification,"[1,2]",8/30/2022,"[3133, 4135]","[[0.73, 0.93, 0.79], [0.8, 0.87, 0.81]]",State Farm
Model 40,Classification,"[1,2]",8/31/2022,"[2932, 3651]","[[0.71, 0.94, 0.82], [0.75, 0.88, 0.77]]",State Farm
Model 40,Classification,"[1,2]",9/1/2022,"[1095, 1674]","[[0.86, 0.75, 0.76], [0.81, 0.77, 0.94]]",State Farm
Model 40,Classification,"[1,2]",9/2/2022,"[4100, 4597]","[[0.72, 0.74, 0.78], [0.8, 0.84, 0.71]]",State Farm
Model 40,Classification,"[1,2]",9/3/2022,"[4536, 2896]","[[0.95, 0.88, 0.81], [0.89, 0.82, 0.93]]",State Farm
Model 40,Classification,"[1,2]",9/4/2022,"[3551, 3756]","[[0.77, 0.8, 0.77], [0.72, 0.86, 0.87]]",State Farm
Model 40,Classification,"[1,2]",9/5/2022,"[4179, 1398]","[[0.84, 0.93, 0.75], [0.9, 0.92, 0.84]]",State Farm
Model 40,Classification,"[1,2]",9/6/2022,"[3215, 2312]","[[0.89, 0.91, 0.84], [0.87, 0.8, 0.81]]",State Farm
Model 40,Classification,"[1,2]",9/7/2022,"[3591, 1630]","[[0.94, 0.73, 0.77], [0.72, 0.74, 0.7]]",State Farm
Model 40,Classification,"[1,2]",9/8/2022,"[4253, 4974]","[[0.72, 0.71, 0.73], [0.82, 0.87, 0.85]]",State Farm
Model 40,Classification,"[1,2]",9/9/2022,"[1430, 1295]","[[0.85, 0.91, 0.94], [0.83, 0.75, 0.81]]",State Farm
Model 40,Classification,"[1,2]",9/10/2022,"[1055, 3383]","[[0.74, 0.75, 0.8], [0.85, 0.74, 0.78]]",State Farm
Model 40,Classification,"[1,2]",9/11/2022,"[2654, 1453]","[[0.74, 0.77, 0.91], [0.94, 0.91, 0.87]]",State Farm
Model 40,Classification,"[1,2]",9/12/2022,"[1750, 3660]","[[0.8, 0.7, 0.75], [0.87, 0.82, 0.9]]",State Farm
Model 40,Classification,"[1,2]",9/13/2022,"[1924, 1528]","[[0.81, 0.83, 0.72], [0.73, 0.89, 0.74]]",State Farm
Model 40,Classification,"[1,2]",9/14/2022,"[3143, 2722]","[[0.92, 0.88, 0.92], [0.86, 0.8, 0.71]]",State Farm
Model 40,Classification,"[1,2]",9/15/2022,"[3732, 1559]","[[0.94, 0.92, 0.93], [0.83, 0.87, 0.8]]",State Farm
Model 40,Classification,"[1,2]",9/16/2022,"[1356, 4910]","[[0.78, 0.76, 0.75], [0.81, 0.94, 0.94]]",State Farm
Model 40,Classification,"[1,2]",9/17/2022,"[1096, 3480]","[[0.74, 0.87, 0.72], [0.8, 0.77, 0.74]]",State Farm
Model 40,Classification,"[1,2]",9/18/2022,"[3578, 1170]","[[0.79, 0.9, 0.76], [0.92, 0.78, 0.86]]",State Farm
Model 40,Classification,"[1,2]",9/19/2022,"[4143, 4985]","[[0.91, 0.81, 0.72], [0.78, 0.85, 0.87]]",State Farm
Model 40,Classification,"[1,2]",9/20/2022,"[2535, 4060]","[[0.92, 0.8, 0.77], [0.79, 0.7, 0.94]]",State Farm
Model 40,Classification,"[1,2]",9/21/2022,"[4671, 4121]","[[0.9, 0.81, 0.87], [0.75, 0.8, 0.82]]",State Farm
Model 40,Classification,"[1,2]",9/22/2022,"[2256, 4074]","[[0.84, 0.71, 0.84], [0.7, 0.73, 0.92]]",State Farm
Model 40,Classification,"[1,2]",9/23/2022,"[2153, 1880]","[[0.77, 0.85, 0.73], [0.94, 0.89, 0.82]]",State Farm
Model 40,Classification,"[1,2]",9/24/2022,"[2619, 4763]","[[0.78, 0.92, 0.94], [0.81, 0.94, 0.72]]",State Farm
Model 40,Classification,"[1,2]",9/25/2022,"[3786, 4195]","[[0.75, 0.74, 0.82], [0.84, 0.81, 0.94]]",State Farm
Model 40,Classification,"[1,2]",9/26/2022,"[3545, 2260]","[[0.77, 0.77, 0.76], [0.79, 0.91, 0.75]]",State Farm
Model 40,Classification,"[1,2]",9/27/2022,"[3660, 2229]","[[0.73, 0.8, 0.78], [0.85, 0.85, 0.88]]",State Farm
Model 40,Classification,"[1,2]",9/28/2022,"[4285, 2856]","[[0.8, 0.95, 0.81], [0.79, 0.84, 0.81]]",State Farm
Model 40,Classification,"[1,2]",9/29/2022,"[4021, 4375]","[[0.89, 0.82, 0.74], [0.94, 0.71, 0.77]]",State Farm
Model 40,Classification,"[1,2]",9/30/2022,"[2630, 3265]","[[0.84, 0.88, 0.87], [0.92, 0.91, 0.86]]",State Farm
Model 40,Classification,"[1,2]",10/1/2022,"[3529, 3684]","[[0.9, 0.82, 0.79], [0.74, 0.93, 0.81]]",State Farm
Model 40,Classification,"[1,2]",10/2/2022,"[1606, 1564]","[[0.73, 0.87, 0.79], [0.8, 0.78, 0.77]]",State Farm
Model 40,Classification,"[1,2]",10/3/2022,"[3783, 4203]","[[0.76, 0.77, 0.79], [0.72, 0.73, 0.72]]",State Farm
Model 40,Classification,"[1,2]",10/4/2022,"[2586, 4817]","[[0.72, 0.78, 0.77], [0.78, 0.81, 0.86]]",State Farm
Model 40,Classification,"[1,2]",10/5/2022,"[4796, 3268]","[[0.74, 0.71, 0.81], [0.75, 0.84, 0.8]]",State Farm
Model 40,Classification,"[1,2]",10/6/2022,"[3238, 4618]","[[0.77, 0.91, 0.88], [0.87, 0.94, 0.93]]",State Farm
Model 40,Classification,"[1,2]",10/7/2022,"[2809, 1330]","[[0.85, 0.8, 0.89], [0.92, 0.83, 0.94]]",State Farm
Model 40,Classification,"[1,2]",10/8/2022,"[1825, 2601]","[[0.88, 0.83, 0.73], [0.71, 0.77, 0.7]]",State Farm
Model 40,Classification,"[1,2]",10/9/2022,"[3345, 3223]","[[0.73, 0.84, 0.94], [0.86, 0.82, 0.88]]",State Farm
Model 40,Classification,"[1,2]",10/10/2022,"[3579, 4373]","[[0.87, 0.79, 0.84], [0.85, 0.86, 0.91]]",State Farm
Model 40,Classification,"[1,2]",10/11/2022,"[2649, 4982]","[[0.74, 0.78, 0.91], [0.76, 0.88, 0.87]]",State Farm
Model 40,Classification,"[1,2]",10/12/2022,"[1416, 2398]","[[0.89, 0.89, 0.95], [0.93, 0.91, 0.8]]",State Farm
Model 40,Classification,"[1,2]",10/13/2022,"[2758, 2929]","[[0.76, 0.86, 0.76], [0.75, 0.89, 0.92]]",State Farm
Model 40,Classification,"[1,2]",10/14/2022,"[4975, 4272]","[[0.9, 0.85, 0.81], [0.92, 0.76, 0.82]]",State Farm
Model 40,Classification,"[1,2]",10/15/2022,"[4838, 2136]","[[0.71, 0.84, 0.83], [0.83, 0.94, 0.73]]",State Farm
Model 40,Classification,"[1,2]",10/16/2022,"[3162, 3237]","[[0.88, 0.95, 0.78], [0.83, 0.9, 0.72]]",State Farm
Model 40,Classification,"[1,2]",10/17/2022,"[4596, 4259]","[[0.94, 0.94, 0.77], [0.86, 0.86, 0.81]]",State Farm
Model 40,Classification,"[1,2]",10/18/2022,"[3959, 2533]","[[0.94, 0.71, 0.76], [0.9, 0.81, 0.74]]",State Farm
Model 40,Classification,"[1,2]",10/19/2022,"[2133, 3912]","[[0.91, 0.94, 0.72], [0.86, 0.74, 0.72]]",State Farm
Model 40,Classification,"[1,2]",10/20/2022,"[4244, 1105]","[[0.84, 0.76, 0.9], [0.83, 0.77, 0.77]]",State Farm
Model 40,Classification,"[1,2]",10/21/2022,"[3298, 2156]","[[0.94, 0.89, 0.82], [0.94, 0.8, 0.71]]",State Farm
Model 40,Classification,"[1,2]",10/22/2022,"[1657, 4384]","[[0.91, 0.91, 0.85], [0.72, 0.73, 0.88]]",State Farm
Model 40,Classification,"[1,2]",10/23/2022,"[1913, 1439]","[[0.92, 0.73, 0.78], [0.89, 0.9, 0.92]]",State Farm
Model 40,Classification,"[1,2]",10/24/2022,"[1027, 2925]","[[0.85, 0.77, 0.73], [0.71, 0.85, 0.85]]",State Farm
Model 40,Classification,"[1,2]",10/25/2022,"[3915, 2312]","[[0.72, 0.74, 0.7], [0.76, 0.91, 0.82]]",State Farm
Model 40,Classification,"[1,2]",10/26/2022,"[3910, 4599]","[[0.9, 0.82, 0.89], [0.86, 0.93, 0.78]]",State Farm
Model 40,Classification,"[1,2]",10/27/2022,"[2922, 4549]","[[0.79, 0.9, 0.89], [0.81, 0.95, 0.73]]",State Farm
Model 40,Classification,"[1,2]",10/28/2022,"[2578, 1855]","[[0.77, 0.85, 0.89], [0.74, 0.83, 0.7]]",State Farm
Model 40,Classification,"[1,2]",10/29/2022,"[3036, 2255]","[[0.77, 0.83, 0.9], [0.84, 0.72, 0.89]]",State Farm
Model 41,Classification,"[1,2]",5/20/2021,"[4520, 3511]","[[0.83, 0.76, 0.77], [0.83, 0.87, 0.75]]",Nationwide
Model 41,Classification,"[1,2]",5/21/2021,"[4403, 1093]","[[0.86, 0.84, 0.91], [0.82, 0.8, 0.83]]",Nationwide
Model 41,Classification,"[1,2]",5/22/2021,"[1674, 1431]","[[0.93, 0.82, 0.94], [0.81, 0.8, 0.91]]",Nationwide
Model 41,Classification,"[1,2]",5/23/2021,"[4879, 1029]","[[0.95, 0.93, 0.91], [0.91, 0.76, 0.82]]",Nationwide
Model 41,Classification,"[1,2]",5/24/2021,"[2908, 5000]","[[0.78, 0.85, 0.88], [0.8, 0.79, 0.79]]",Nationwide
Model 41,Classification,"[1,2]",5/25/2021,"[1818, 4607]","[[0.76, 0.72, 0.74], [0.78, 0.93, 0.88]]",Nationwide
Model 41,Classification,"[1,2]",5/26/2021,"[2371, 3190]","[[0.79, 0.92, 0.71], [0.95, 0.93, 0.94]]",Nationwide
Model 41,Classification,"[1,2]",5/27/2021,"[2324, 2904]","[[0.89, 0.73, 0.87], [0.71, 0.77, 0.74]]",Nationwide
Model 41,Classification,"[1,2]",5/28/2021,"[2004, 1412]","[[0.8, 0.78, 0.84], [0.88, 0.77, 0.88]]",Nationwide
Model 41,Classification,"[1,2]",5/29/2021,"[1661, 2720]","[[0.7, 0.84, 0.86], [0.89, 0.82, 0.9]]",Nationwide
Model 41,Classification,"[1,2]",5/30/2021,"[4873, 2662]","[[0.71, 0.87, 0.88], [0.92, 0.92, 0.88]]",Nationwide
Model 41,Classification,"[1,2]",5/31/2021,"[4844, 2969]","[[0.76, 0.81, 0.78], [0.83, 0.89, 0.95]]",Nationwide
Model 41,Classification,"[1,2]",6/1/2021,"[1091, 1830]","[[0.88, 0.86, 0.84], [0.85, 0.8, 0.75]]",Nationwide
Model 41,Classification,"[1,2]",6/2/2021,"[4600, 2003]","[[0.84, 0.88, 0.9], [0.87, 0.92, 0.91]]",Nationwide
Model 41,Classification,"[1,2]",6/3/2021,"[3765, 4898]","[[0.77, 0.91, 0.91], [0.81, 0.9, 0.82]]",Nationwide
Model 41,Classification,"[1,2]",6/4/2021,"[1774, 3025]","[[0.77, 0.86, 0.79], [0.71, 0.73, 0.77]]",Nationwide
Model 41,Classification,"[1,2]",6/5/2021,"[3195, 3769]","[[0.72, 0.9, 0.73], [0.92, 0.73, 0.7]]",Nationwide
Model 41,Classification,"[1,2]",6/6/2021,"[3381, 2472]","[[0.8, 0.73, 0.77], [0.81, 0.89, 0.92]]",Nationwide
Model 41,Classification,"[1,2]",6/7/2021,"[3954, 2292]","[[0.72, 0.77, 0.81], [0.84, 0.74, 0.84]]",Nationwide
Model 41,Classification,"[1,2]",6/8/2021,"[3298, 4205]","[[0.82, 0.86, 0.78], [0.81, 0.93, 0.75]]",Nationwide
Model 41,Classification,"[1,2]",6/9/2021,"[3983, 3764]","[[0.88, 0.71, 0.9], [0.9, 0.93, 0.91]]",Nationwide
Model 41,Classification,"[1,2]",6/10/2021,"[3896, 3130]","[[0.72, 0.91, 0.72], [0.9, 0.8, 0.77]]",Nationwide
Model 41,Classification,"[1,2]",6/11/2021,"[2568, 2907]","[[0.75, 0.81, 0.93], [0.88, 0.9, 0.9]]",Nationwide
Model 41,Classification,"[1,2]",6/12/2021,"[1864, 4395]","[[0.76, 0.88, 0.76], [0.73, 0.85, 0.94]]",Nationwide
Model 41,Classification,"[1,2]",6/13/2021,"[2645, 2651]","[[0.78, 0.76, 0.82], [0.94, 0.92, 0.82]]",Nationwide
Model 41,Classification,"[1,2]",6/14/2021,"[2356, 4604]","[[0.84, 0.75, 0.88], [0.93, 0.89, 0.93]]",Nationwide
Model 41,Classification,"[1,2]",6/15/2021,"[4480, 3538]","[[0.93, 0.78, 0.79], [0.86, 0.8, 0.88]]",Nationwide
Model 41,Classification,"[1,2]",6/16/2021,"[4273, 2823]","[[0.76, 0.74, 0.77], [0.86, 0.77, 0.88]]",Nationwide
Model 41,Classification,"[1,2]",6/17/2021,"[2009, 4545]","[[0.78, 0.76, 0.94], [0.94, 0.8, 0.74]]",Nationwide
Model 41,Classification,"[1,2]",6/18/2021,"[2928, 4598]","[[0.81, 0.93, 0.75], [0.73, 0.75, 0.88]]",Nationwide
Model 41,Classification,"[1,2]",6/19/2021,"[4660, 2322]","[[0.81, 0.81, 0.75], [0.94, 0.73, 0.74]]",Nationwide
Model 41,Classification,"[1,2]",6/20/2021,"[1480, 3753]","[[0.77, 0.72, 0.73], [0.82, 0.74, 0.74]]",Nationwide
Model 41,Classification,"[1,2]",6/21/2021,"[3128, 3973]","[[0.83, 0.89, 0.89], [0.77, 0.74, 0.71]]",Nationwide
Model 41,Classification,"[1,2]",6/22/2021,"[1403, 2965]","[[0.72, 0.87, 0.81], [0.78, 0.94, 0.92]]",Nationwide
Model 41,Classification,"[1,2]",6/23/2021,"[1861, 2123]","[[0.75, 0.75, 0.83], [0.94, 0.75, 0.84]]",Nationwide
Model 41,Classification,"[1,2]",6/24/2021,"[3544, 3007]","[[0.93, 0.95, 0.83], [0.8, 0.9, 0.8]]",Nationwide
Model 41,Classification,"[1,2]",6/25/2021,"[3374, 3962]","[[0.78, 0.88, 0.73], [0.71, 0.92, 0.76]]",Nationwide
Model 41,Classification,"[1,2]",6/26/2021,"[1262, 3952]","[[0.81, 0.9, 0.93], [0.77, 0.71, 0.72]]",Nationwide
Model 41,Classification,"[1,2]",6/27/2021,"[3420, 2722]","[[0.83, 0.79, 0.84], [0.92, 0.76, 0.71]]",Nationwide
Model 41,Classification,"[1,2]",6/28/2021,"[2006, 1077]","[[0.71, 0.94, 0.75], [0.82, 0.77, 0.82]]",Nationwide
Model 41,Classification,"[1,2]",6/29/2021,"[4009, 1639]","[[0.78, 0.82, 0.82], [0.72, 0.88, 0.81]]",Nationwide
Model 41,Classification,"[1,2]",6/30/2021,"[3797, 2331]","[[0.84, 0.87, 0.72], [0.89, 0.95, 0.81]]",Nationwide
Model 41,Classification,"[1,2]",7/1/2021,"[1792, 2330]","[[0.91, 0.85, 0.72], [0.75, 0.76, 0.91]]",Nationwide
Model 41,Classification,"[1,2]",7/2/2021,"[3416, 2312]","[[0.88, 0.92, 0.76], [0.81, 0.82, 0.73]]",Nationwide
Model 41,Classification,"[1,2]",7/3/2021,"[2792, 1463]","[[0.84, 0.79, 0.77], [0.84, 0.93, 0.72]]",Nationwide
Model 41,Classification,"[1,2]",7/4/2021,"[3625, 2959]","[[0.73, 0.93, 0.85], [0.84, 0.72, 0.95]]",Nationwide
Model 41,Classification,"[1,2]",7/5/2021,"[4414, 3393]","[[0.79, 0.71, 0.82], [0.77, 0.74, 0.75]]",Nationwide
Model 41,Classification,"[1,2]",7/6/2021,"[1787, 1742]","[[0.82, 0.83, 0.85], [0.74, 0.8, 0.84]]",Nationwide
Model 41,Classification,"[1,2]",7/7/2021,"[3987, 2082]","[[0.7, 0.71, 0.85], [0.71, 0.84, 0.9]]",Nationwide
Model 41,Classification,"[1,2]",7/8/2021,"[3126, 1376]","[[0.76, 0.75, 0.79], [0.79, 0.78, 0.73]]",Nationwide
Model 41,Classification,"[1,2]",7/9/2021,"[4621, 4564]","[[0.9, 0.73, 0.85], [0.75, 0.72, 0.75]]",Nationwide
Model 41,Classification,"[1,2]",7/10/2021,"[2682, 1250]","[[0.82, 0.77, 0.93], [0.84, 0.74, 0.89]]",Nationwide
Model 41,Classification,"[1,2]",7/11/2021,"[2428, 4148]","[[0.74, 0.89, 0.77], [0.81, 0.88, 0.86]]",Nationwide
Model 41,Classification,"[1,2]",7/12/2021,"[2791, 2747]","[[0.8, 0.72, 0.73], [0.92, 0.71, 0.78]]",Nationwide
Model 41,Classification,"[1,2]",7/13/2021,"[3094, 3570]","[[0.81, 0.9, 0.92], [0.83, 0.94, 0.94]]",Nationwide
Model 41,Classification,"[1,2]",7/14/2021,"[1209, 4857]","[[0.93, 0.92, 0.79], [0.89, 0.77, 0.77]]",Nationwide
Model 41,Classification,"[1,2]",7/15/2021,"[1978, 3199]","[[0.74, 0.77, 0.82], [0.94, 0.72, 0.82]]",Nationwide
Model 41,Classification,"[1,2]",7/16/2021,"[2273, 4038]","[[0.74, 0.81, 0.8], [0.78, 0.89, 0.83]]",Nationwide
Model 41,Classification,"[1,2]",7/17/2021,"[1435, 3910]","[[0.8, 0.81, 0.92], [0.82, 0.75, 0.8]]",Nationwide
Model 41,Classification,"[1,2]",7/18/2021,"[3563, 1787]","[[0.82, 0.88, 0.83], [0.76, 0.79, 0.85]]",Nationwide
Model 41,Classification,"[1,2]",7/19/2021,"[2962, 3715]","[[0.7, 0.76, 0.84], [0.93, 0.82, 0.87]]",Nationwide
Model 41,Classification,"[1,2]",7/20/2021,"[2062, 4243]","[[0.72, 0.81, 0.72], [0.74, 0.95, 0.82]]",Nationwide
Model 41,Classification,"[1,2]",7/21/2021,"[4227, 1617]","[[0.73, 0.8, 0.75], [0.84, 0.78, 0.79]]",Nationwide
Model 41,Classification,"[1,2]",7/22/2021,"[4961, 1035]","[[0.72, 0.85, 0.95], [0.81, 0.76, 0.72]]",Nationwide
Model 41,Classification,"[1,2]",7/23/2021,"[2954, 3897]","[[0.85, 0.82, 0.91], [0.77, 0.86, 0.94]]",Nationwide
Model 42,Classification,[3],12/19/2021,[4529],"[[0.78, 0.86, 0.92]]",Allstate
Model 42,Classification,[3],12/20/2021,[4624],"[[0.73, 0.93, 0.9]]",Allstate
Model 42,Classification,[3],12/21/2021,[4270],"[[0.87, 0.82, 0.71]]",Allstate
Model 42,Classification,[3],12/22/2021,[1147],"[[0.73, 0.81, 0.93]]",Allstate
Model 42,Classification,[3],12/23/2021,[1329],"[[0.87, 0.82, 0.75]]",Allstate
Model 42,Classification,[3],12/24/2021,[3041],"[[0.74, 0.93, 0.92]]",Allstate
Model 42,Classification,[3],12/25/2021,[4224],"[[0.81, 0.88, 0.82]]",Allstate
Model 42,Classification,[3],12/26/2021,[2361],"[[0.9, 0.92, 0.74]]",Allstate
Model 42,Classification,[3],12/27/2021,[4487],"[[0.81, 0.93, 0.89]]",Allstate
Model 42,Classification,[3],12/28/2021,[1137],"[[0.92, 0.87, 0.92]]",Allstate
Model 42,Classification,[3],12/29/2021,[1979],"[[0.71, 0.79, 0.92]]",Allstate
Model 42,Classification,[3],12/30/2021,[4045],"[[0.73, 0.84, 0.78]]",Allstate
Model 42,Classification,[3],12/31/2021,[2724],"[[0.84, 0.89, 0.72]]",Allstate
Model 42,Classification,[3],1/1/2022,[1244],"[[0.74, 0.81, 0.77]]",Allstate
Model 42,Classification,[3],1/2/2022,[1458],"[[0.94, 0.77, 0.93]]",Allstate
Model 42,Classification,[3],1/3/2022,[1196],"[[0.91, 0.71, 0.85]]",Allstate
Model 42,Classification,[3],1/4/2022,[3554],"[[0.79, 0.9, 0.91]]",Allstate
Model 42,Classification,[3],1/5/2022,[1398],"[[0.87, 0.77, 0.73]]",Allstate
Model 42,Classification,[3],1/6/2022,[2529],"[[0.87, 0.94, 0.77]]",Allstate
Model 42,Classification,[3],1/7/2022,[3895],"[[0.84, 0.73, 0.79]]",Allstate
